,6-dehydro-[6]-gingerol,[H][O-]c1ccc(CCC(=O)C[C@H](O)\C=C\CCC)cc1OC
,Kukoamine,[H][O-]c1ccc(CCC(=O)NCCCNCCCCNCCCNC(=O)CCc2ccc([O-][H])c([O-][H])c2)cc1[O-][H]
,"3-(4-hydroxy-3-methoxy-phenyl)propionic,acid,methyl,ester",[H][O-]c1ccc(CCC(=O)OC)cc1OC
,dihydroferulic acid [3-(4-hydroxy-3-methoxyphenyl) propionic acid],[H][O-]c1ccc(CCC(=O)OC2=C(C[C@@H](\C=C\C(O)=O)C=C2)OC)cc1OC
,"(4E,6E)-7-(4-hydroxy-3-methoxyphenyl)-1-(4-hydroxyphenyl)-4",[H][O-]c1ccc(CCC(=O)\C=C\C=C\c2ccc([O-][H])c(OC)c2)cc1
,"1,7-bis(4-hydroxy-3-methoxyphenyl)-4,6-heptadien-3one",[H][O-]c1ccc(CCC(=O)\C=C\C=C\c2ccc([O-][H])c(OC)c2)cc1OC
,"1,7-bis(3,4-dihydroxyphenyl)hepta-4E,6E-dien-3-one",[H][O-]c1ccc(CCC(=O)\C=C\C=C\c2ccc([O-][H])c([O-][H])c2)cc1[O-][H]
,"(4E,6E)-1,7-bis(4-hydroxyphenyl)-4",[H][O-]c1ccc(CCC(=O)\C=C\C=C\c2ccc([O-][H])cc2)cc1
,(e)-[4]-shogaol,[H][O-]c1ccc(CCC(=O)\C=C\CCC)cc1OC
,(e)-[5]-shogaol,[H][O-]c1ccc(CCC(=O)\C=C\CCCC)cc1OC
,6-Shogaol,[H][O-]c1ccc(CCC(=O)\C=C\CCCCC)cc1OC
,7-shogaol,[H][O-]c1ccc(CCC(=O)\C=C\CCCCCC)cc1OC
,1-(4-hydroxyphenyl)-7-(4-hydroxy-3-methoxyphenyl)-4E-en-3-heptanone,[H][O-]c1ccc(CCC(=O)\C=C\CCc2ccc([O-][H])c(OC)c2)cc1
,6-hydroxy-[6]-shogaol,[H][O-]c1ccc(CCC(=O)\C=C\[C@H](O)CCCC)cc1OC
,6-hydroxy-[8]-shogaol,[H][O-]c1ccc(CCC(=O)\C=C\[C@H](O)CCCCCC)cc1OC
,6-hydroxy-[10]-shogaol,[H][O-]c1ccc(CCC(=O)\C=C\[C@H](O)CCCCCCCC)cc1OC
,"tonkinochromane,l",[H][O-]c1ccc(CCC(=O)c2cc(CC=C(C)C)c(OC)cc2[O-][H])cc1
,zingerone,[H][O-]c1ccc(CCC(C)=O)cc1OC
,"dihydroferulic,acid,(dhfa)",[H][O-]c1ccc(CCC(O)=O)cc1OC
,"dihydrocaffeic,acid,(dhca)",[H][O-]c1ccc(CCC(O)=O)cc1[O-][H]
,1-(4-hydroxy-3-methoxyphenyl)-7-(4-hydroxyphenyl)-3-heptanone,[H][O-]c1ccc(CCCCC(=O)CCc2ccc([O-][H])c(OC)c2)cc1
,"1,7-bis(4-hydroxyphenyl)-3-heptanone",[H][O-]c1ccc(CCCCC(=O)CCc2ccc([O-][H])cc2)cc1
,5-acetoxy-3-deoxy-[6]-gingero,[H][O-]c1ccc(CCCC[C@@H](CCCCC)OC(C)=O)cc1OC
,"(3S)-3-Acetoxy-1-(3,4-dihydroxyphenyl)-7-(4-hydroxyphenyl)heptanes",[H][O-]c1ccc(CCCC[C@@H](CCc2ccc([O-][H])c([O-][H])c2)OC(C)=O)cc1
,"(3R)-1-(3,4-Dihydroxyphenyl)-7-(4-hydroxyphenyl)heptan-3-ol",[H][O-]c1ccc(CCCC[C@@H](O)CCc2ccc([O-][H])c([O-][H])c2)cc1
,"(3R)-3-Acetoxy-1-(3,4-dihydroxyphenyl)-7-(4-hydroxyphenyl)heptanes",[H][O-]c1ccc(CCCC[C@H](CCc2ccc([O-][H])c([O-][H])c2)OC(C)=O)cc1
,"(3S)-1-(3,4-Dihydroxyphenyl)-7-(4-hydroxyphenyl)heptan-3-ol",[H][O-]c1ccc(CCCC[C@H](O)CCc2ccc([O-][H])c([O-][H])c2)cc1
,tyramine,[H][O-]c1ccc(CCN)cc1
,lyciumide A,[H][O-]c1ccc(CCNC(=O)\C=C/c2ccc(OC)cc2)cc1[O-][H]
,cis-n-caffeoyltyramine,[H][O-]c1ccc(CCNC(=O)\C=C/c2ccc([O-][H])c([O-][H])c2)cc1
,trans-n-(para-coumaroyl)tyramine,[H][O-]c1ccc(CCNC(=O)\C=C\c2ccc([O-][H])cc2)cc1
,"houttuynamide,a",[H][O-]c1ccc(CCNC(=O)c2ccc([O-][H])c([O-][H])c2)cc1
,cimidahurine,[H][O-]c1ccc(CCO)cc1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
,"2-(3,4-dihydroxyphenyl),ethanol",[H][O-]c1ccc(CCO)cc1[O-][H]
,Lucidumosides B,[H][O-]c1ccc(CCOC(=O)C[C@@H]2[C@H](CC)[C@@H](O[C@@H]3O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)OC=C2C(=O)OC)cc1[O-][H]
,Lucidumosides A,[H][O-]c1ccc(CCOC(=O)C[C@H]2[C@H](CC)[C@H](O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@@H]3O)OC=C2C(=O)OC)cc1
,oleuropein,[H][O-]c1ccc(CCOC(=O)C[C@H]2\C(=C\C)[C@H](CC=C2C(=O)OC)O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1[O-][H]
,p-hydroxypenethylanisate,[H][O-]c1ccc(CCOC(=O)c2ccc(OC)cc2)cc1
,isoplantamajoside,[H][O-]c1ccc(CCO[C@@H]2C[C@H](COC(=O)\C=C\c3ccc([O-][H])c([O-][H])c3)[C@@H](O)[C@H](O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)[C@H]2O)cc1[O-][H]
,"3,4-Dihydroxy-beta-phenethyl-O-beta-D-glucopyranosyl-(1-3)-O-alpha-L-rhmnopyranosyl-(1-6)-4-O-caffeoyl-beta-D-glucopyranoside",[H][O-]c1ccc(CCO[C@@H]2C[C@H](CO[C@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@@H]3O)[C@@H](OC(=O)\C=C\c3ccc([O-][H])c([O-][H])c3)[C@H](O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)[C@H]2O)cc1[O-][H]
,"3,4-Dihydroxyphenylethyl alcohol glucoside",[H][O-]c1ccc(CCO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1[O-][H]
,desrhamnosyl acteoside,[H][O-]c1ccc(CCO[C@@H]2O[C@H](CO)[C@@H](OC(=O)\C=C\c3ccc([O-][H])c([O-][H])c3)[C@@H](O)[C@H]2O)cc1[O-][H]
,Acteoside,[H][O-]c1ccc(CCO[C@@H]2O[C@H](CO)[C@@H](OC(=O)\C=C\c3ccc([O-][H])c([O-][H])c3)[C@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@H]2O)cc1[O-][H]
,plantamajoside,[H][O-]c1ccc(CCO[C@@H]2O[C@H](CO)[C@@H](OC(=O)\C=C\c3ccc([O-][H])c([O-][H])c3)[C@H](O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)[C@H]2O)cc1[O-][H]
,Specneuzhenide,[H][O-]c1ccc(CCO[C@@H]2O[C@H](COC(=O)C[C@H]3\C(=C\C)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)OC=C3C(=O)OC)[C@@H](O)[C@H](O)[C@H]2O)cc1
,desrhamnosyl isoacteoside,[H][O-]c1ccc(CCO[C@@H]2O[C@H](COC(=O)\C=C\c3ccc([O-][H])c([O-][H])c3)[C@@H](O)[C@@H](O)[C@H]2O)cc1[O-][H]
,"3,4-dihydroxyphenethyl,alcohol-6-o-caffeoyl-beta-d-glucoside",[H][O-]c1ccc(CCO[C@@H]2O[C@H](COC(=O)\C=C\c3ccc([O-][H])c([O-][H])c3)[C@@H](O)[C@H](O)[C@H]2O)cc1[O-][H]
,acteoside isomer,[H][O-]c1ccc(CCO[C@@H]2O[C@H](COC(=O)\C=C\c3ccc([O-][H])c([O-][H])c3)[C@@H](O)[C@H](O[C@H]3O[C@H](C)[C@@H](O)[C@@H](O)[C@H]3O)[C@H]2O)cc1[O-][H]
,"osmanthuside,h",[H][O-]c1ccc(CCO[C@@H]2O[C@H](CO[C@@H]3OC[C@](O)(CO)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)cc1
,"cuneataside,c",[H][O-]c1ccc(CCO[C@@H]2O[C@H](CO[C@@H]3OC[C@](O)(CO)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)cc1[O-][H]
,"forsythoside,b",[H][O-]c1ccc(CCO[C@@H]2O[C@H](CO[C@@H]3OC[C@](O)(CO)[C@H]3O)[C@@H](OC(=O)\C=C\c3ccc([O-][H])c([O-][H])c3)[C@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](O)[C@H]3O)[C@H]2O)cc1[O-][H]
,"forsythoside,g",[H][O-]c1ccc(CCO[C@@H]2O[C@H](CO[C@H]3OC[C@@](O)(CO)[C@@H]3OC)[C@@H](OC(=O)\C=C\c3ccc([O-][H])c([O-][H])c3)[C@H](O[C@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@@H]3O)[C@H]2O)cc1[O-][H]
,"lipedoside,a",[H][O-]c1ccc(CCO[C@@H]2O[C@H](CO[C@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@@H]3O)[C@@H](OC(=O)\C=C\c3ccc([O-][H])c([O-][H])c3)[C@H](O)[C@H]2O)cc1
,"leonuriside,b",[H][O-]c1ccc(CCO[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](O)[C@H]3O[C@H]3OC[C@H](O)[C@@H](O)[C@@H]3O)[C@@H]2O)cc1[O-][H]
,"3,4-Dihydroxy-beta-phenethyl-O-beta-D-glucopyranosyl-(1-3)-4-O-cafferoyl-beta-D-glucopyranoside",[H][O-]c1ccc(CCO[C@H]2O[C@@H](CO)[C@H](OC(=O)\C=C\c3ccc([O-][H])c([O-][H])c3)[C@@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@@H]3O)[C@@H]2O)cc1[O-][H]
,neonuezhenide,[H][O-]c1ccc(CCO[C@H]2O[C@@H](COC(=O)C[C@H]3\C(=C\C)[C@@H](O[C@H]4O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]4O)OC=C3C(=O)OC)[C@H](O)[C@@H](O)[C@@H]2O)cc1[O-][H]
,plantainoside C,[H][O-]c1ccc(CCO[C@H]2O[C@@H](COC(=O)\C=C\c3ccc(OC)c([O-][H])c3)[C@H](O)[C@@H](O[C@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@@H]3O)[C@@H]2O)cc1[O-][H]
,Jionoside A2,[H][O-]c1ccc(CCO[C@H]2O[C@@H](CO[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)[C@H](OC(=O)\C=C/c3ccc([O-][H])c(OC)c3)[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]2O)cc1[O-][H]
,Jionoside A1,[H][O-]c1ccc(CCO[C@H]2O[C@@H](CO[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)[C@H](OC(=O)\C=C\c3ccc([O-][H])c(OC)c3)[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]2O)cc1[O-][H]
,"3,4-Dihydroxy-beta-phenethyl-O-alpha-L-rhammopyranosyl-(1-3)-O-beta-D-galactopyranosyl-(1-6)-4-O-caffeoyl-beta-D-glucopyranoside",[H][O-]c1ccc(CCO[C@H]2O[C@@H](CO[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)[C@H](OC(=O)\C=C\c3ccc([O-][H])c([O-][H])c3)[C@@H](O)[C@@H]2O[C@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@@H]2O)cc1[O-][H]
,"caffeoyl,calceolarioside,c",[H][O-]c1ccc(CCO[C@H]2O[C@@H](CO[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](OC(=O)\C=C\c3ccc([O-][H])c([O-][H])c3)[C@@H](O[C@H]3OC[C@](O)(CO)[C@H]3O)[C@@H]2O)cc1[O-][H]
,decaffeoylacteoside,[H][O-]c1ccc(CCO[C@H]2O[C@H](CO)[C@@H](O)[C@H](O[C@@H]3O[C@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@H]2O)cc1[O-][H]
,jionoside D,[H][O-]c1ccc(CCO[C@H]2O[C@H](CO)[C@H](OC(=O)\C=C\c3ccc([O-][H])c([O-][H])c3)[C@H](O[C@@H]3O[C@@H](C)[C@@H](O)[C@@H](O)[C@H]3O)[C@@H]2O)cc1[O-][H]
,nuezhenide,[H][O-]c1ccc(CCO[C@H]2O[C@H](COC(=O)C[C@@H]3\C(=C\C)[C@@H](O[C@H]4O[C@H](CO)[C@H](O)[C@@H](O)[C@H]4O)OC=C3C(=O)OC)[C@H](O)[C@@H](O)[C@@H]2O)cc1
,(4-hydroxyphenyl)-ethyl-6-o-(e)-caffeoyl-beta-d-glucopyranoside,[H][O-]c1ccc(CCO[C@H]2O[C@H](COC(=O)\C=C\c3ccc([O-][H])c([O-][H])c3)[C@@H](O)[C@H](O)[C@H]2O)cc1
,"plantainoside,d",[H][O-]c1ccc(CCO[C@H]2O[C@H](COC(=O)\C=C\c3ccc([O-][H])c([O-][H])c3)[C@H](O)[C@H](O[C@@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)[C@H]2O)cc1[O-][H]
,echinacoside,[H][O-]c1ccc(CCO[C@H]2O[C@H](CO[C@H]3O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](OC(=O)\C=C\c3ccc([O-][H])c([O-][H])c3)[C@H](O[C@@H]3O[C@H](C)[C@H](O)[C@H](O)[C@@H]3O)[C@H]2O)cc1[O-][H]
,"2-(p-hydroxyphenyl)-ethanol-1-o-beta-d-apiofuranosyl,(1-6)-o-beta-d-glucopyranoside",[H][O-]c1ccc(CCOc2cc([O-][H])c3c(c2)oc(cc3=O)-c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2)cc1
,(5S)-7-(4-hydroxy-phenyl)-5-methoxy-1-phenylheptan-3-one,[H][O-]c1ccc(CC[C@@H](CC(=O)CCc2ccccc2)OC)cc1
,acetoxydihydro-[6]-paradol,[H][O-]c1ccc(CC[C@@H](CCCCCCC)OC(C)=O)cc1OC
,diacetoxy-[8]-gingerdiol,[H][O-]c1ccc(CC[C@@H](C[C@@H](CCCCCCC)OC(C)=O)OC(C)=O)cc1OC
,"(3r,5s)-3,5-diacetoxy-1-(4-hydroxy-3,5-dimethoxyphenyl)-7-(4-hydroxy-3-methoxyphenyl)heptane",[H][O-]c1ccc(CC[C@@H](C[C@H](CCc2cc(OC)c([O-][H])c(OC)c2)OC(C)=O)OC(C)=O)cc1OC
,"(3r,5s)-3,5-diacetoxy-1,7-bis(4-hydroxy-3-methoxyphenyl)heptane",[H][O-]c1ccc(CC[C@@H](C[C@H](CCc2ccc([O-][H])c(OC)c2)OC(C)=O)OC(C)=O)cc1OC
,"5-hydroxy-1-(4,5-dihydroxy-3-methoxyphenyl)-7-(4-dihydroxy-3-methoxyphenyl)heptan-3-one",[H][O-]c1ccc(CC[C@@H](O)CC(=O)CCc2cc([O-][H])c([O-][H])c(OC)c2)cc1OC
,5-hydroxy-1-(4-hydroxy-3-methoxyphenyl)-7-(4-hydroxyphenyl)-3-heptanone,[H][O-]c1ccc(CC[C@@H](O)CC(=O)CCc2ccc([O-][H])c(OC)c2)cc1
,"5-hydroxy-1-(4-hydroxy-3-methoxyphenyl)-7-(3,4-dihydroxyphenyl)heptan-3-one",[H][O-]c1ccc(CC[C@@H](O)CC(=O)CCc2ccc([O-][H])c(OC)c2)cc1OC
,"5-hydroxy-1-(4-hydroxy-3-methoxyphenyl)-7-(3,4-dihy-droxyphenyl)heptan-3-one",[H][O-]c1ccc(CC[C@@H](O)CC(=O)CCc2ccc([O-][H])c(OC)c2)cc1[O-][H]
,5-hydroxy-7-(4'-hydroxyphenyl)-1-phenyl-3-heptanone,[H][O-]c1ccc(CC[C@@H](O)CC(=O)CCc2ccccc2)cc1
,(5R)-5-hydroxy-7-(4-hydroxy-3-methoxyphenyl)-1-phenylheptan-3-one,[H][O-]c1ccc(CC[C@@H](O)CC(=O)CCc2ccccc2)cc1OC
,(5S)-5-hydroxy-7-(3,[H][O-]c1ccc(CC[C@@H](O)CC(=O)CCc2ccccc2)cc1[O-][H]
,"(3S)-1,7-Bis(4-hydroxyphenyl)-(6E)-6-hepten-3-ol",[H][O-]c1ccc(CC[C@@H](O)CC\C=C\c2ccc([O-][H])cc2)cc1
,"(3S)-1-(3,4-Dihydroxyphenyl)-7-phenyl-(6E)-6-hepten-3-ol",[H][O-]c1ccc(CC[C@@H](O)CC\C=C\c2ccccc2)cc1[O-][H]
,"6-gingerdiol,(3r,5s)",[H][O-]c1ccc(CC[C@@H](O)C[C@@H](O)CCCCC)cc1OC
,"8-gingerdiol,(3r,5s)",[H][O-]c1ccc(CC[C@@H](O)C[C@@H](O)CCCCCCC)cc1OC
,"10-gingerdiol,(3r,5s)",[H][O-]c1ccc(CC[C@@H](O)C[C@@H](O)CCCCCCCCC)cc1OC
,7-bis(4-hydroxy-3-methoxyphenyl)-3,[H][O-]c1ccc(CC[C@@H](O)C[C@H](O)CCc2ccc([O-][H])c(OC)c2)cc1OC
,7-bis(4-hydroxyphenyl)-3,[H][O-]c1ccc(CC[C@@H](O)C[C@H](O)CCc2ccc([O-][H])cc2)cc1
,"(3R,5R)-1-(4-hydroxyphenyl)-7-phenyl-3,5-heptanediol",[H][O-]c1ccc(CC[C@@H](O)C[C@H](O)CCc2ccccc2)cc1
,"[6]-gingerdiol,,(2e)-geranial,acetal",[H][O-]c1ccc(CC[C@@H]2C[C@@H](C)O[C@@H](O2)\C=C(\C)CC\C=C(/C)CCCCC)cc1OC
,"[4]-gingerdiol,,(2e)-geranial,acetal",[H][O-]c1ccc(CC[C@@H]2C[C@@H](CCC)O[C@H](O2)\C=C(\C)CCC=C(C)C)cc1OC
,"[6]-gingerdiol,,acetaldehyde,acetal",[H][O-]c1ccc(CC[C@@H]2C[C@@H](CCCCC)OCO2)cc1OC
,"[6]-gingerdiol,,cyclic,methyl,orthoester",[H][O-]c1ccc(CC[C@@H]2C[C@@H](CCCCC)O[C@](C)(OC)O2)cc1OC
,"[10]-gingerdiol,,cyclic,methyl,orthoester",[H][O-]c1ccc(CC[C@@H]2C[C@@H](CCCCCCCCC)O[C@](C)(OC)O2)cc1OC
,demethoxy-[6]-shogaol,[H][O-]c1ccc(CC[C@H](C=O)\C=C\CCCCC)cc1
,"(5s)-5-acetoxy-1,7-bis(4-hydroxy-3-methoxyphenyl)heptan-3-one",[H][O-]c1ccc(CC[C@H](CC(=O)CCc2ccc([O-][H])c(OC)c2)OC(C)=O)cc1OC
,5(S)-acetoxy-7-(4-dihydroxyphenyl)-1-phenyl-3-heptanone,[H][O-]c1ccc(CC[C@H](CC(=O)CCc2ccccc2)OC(C)=O)cc1
,5-methoxy-7-(4'-hydroxyphenyl)-1-phenyl-3-heptanone,[H][O-]c1ccc(CC[C@H](CC(=O)CCc2ccccc2)OC)cc1
,5-ethoxyl-7-(4-hydroxy-3-methoxy-phenyl)-1-phenyl-3-heptanone,[H][O-]c1ccc(CC[C@H](CC(=O)CCc2ccccc2)OCC)cc1OC
,"6-gingerdiol,3-monoacetate",[H][O-]c1ccc(CC[C@H](C[C@@H](O)CCCCC)OC(C)=O)cc1OC
,"6-gingerdiol,3,5-diacetate",[H][O-]c1ccc(CC[C@H](C[C@H](CCCCC)OC(C)=O)OC(C)=O)cc1OC
,[4]-isogingerol,[H][O-]c1ccc(CC[C@H](O)CC(=O)CCC)cc1OC
,hexahydrocurcumin,[H][O-]c1ccc(CC[C@H](O)CC(=O)CCc2ccc([O-][H])c(OC)c2)cc1OC
,6-(4-hydroxyphenyl)-4-hydroxyhexan-2-one,[H][O-]c1ccc(CC[C@H](O)CC(C)=O)cc1
,dihydro-[6]-paradol,[H][O-]c1ccc(CC[C@H](O)CCCCCCC)cc1OC
,Oxyphyllacinol,[H][O-]c1ccc(CC[C@H](O)CCCCc2ccccc2)cc1OC
,"(3R)-1,7-Bis(4-hydroxyphenyl)-(6E)-6-hepten-3-ol",[H][O-]c1ccc(CC[C@H](O)CC\C=C\c2ccc([O-][H])cc2)cc1
,"(3R)-1-(3,4-Dihydroxyphenyl)-7-phenyl-(6E)-6-hepten-3-ol",[H][O-]c1ccc(CC[C@H](O)CC\C=C\c2ccccc2)cc1[O-][H]
,5-acetoxy-[4]-gingerdiol,[H][O-]c1ccc(CC[C@H](O)C[C@@H](CCC)OC(C)=O)cc1OC
,5-acetoxy-[6]-gingerdiol,[H][O-]c1ccc(CC[C@H](O)C[C@@H](CCCCC)OC(C)=O)cc1OC
,"(3r,5s)-3,5-dihydroxy-1-(4-hydroxy-3,5-dimethoxyphenyl)-7-(4-hydroxy-3-methoxyphenyl)heptane",[H][O-]c1ccc(CC[C@H](O)C[C@@H](O)CCc2cc(OC)c([O-][H])c(OC)c2)cc1OC
,"(3s,5s)-3,5-dihydroxy-1,7-bis(4-hydroxy-3-methoxyphenyl)heptanes",[H][O-]c1ccc(CC[C@H](O)C[C@@H](O)CCc2ccc([O-][H])c(OC)c2)cc1OC
,"(3r,5s)-3-acetoxy-5-hydroxy-1,7-bis(4-hydroxy-3-methoxyphenyl)heptane",[H][O-]c1ccc(CC[C@H](O)C[C@H](CCc2ccc([O-][H])c(OC)c2)OC(C)=O)cc1OC
,[4]-gingerdiol,[H][O-]c1ccc(CC[C@H](O)C[C@H](O)CCC)cc1OC
,[6]-gingerdiol,[H][O-]c1ccc(CC[C@H](O)C[C@H](O)CCCCC)cc1OC
,[8]-gingerdiol,[H][O-]c1ccc(CC[C@H](O)C[C@H](O)CCCCCCC)cc1OC
,meso-hannokinol,[H][O-]c1ccc(CC[C@H](O)C[C@H](O)CCc2ccc([O-][H])cc2)cc1
,"1-(4-Hydroxy-3-methoxyphenyl)-7-phenyl-3,5-heptanediol",[H][O-]c1ccc(CC[C@H](O)C[C@H](O)CCc2ccccc2)cc1OC
,3-acetoxy-3-dihydrodemethoxy-[6]-shogaol,[H][O-]c1ccc(CC[C@H](OC(C)=O)\C=C\CCCCC)cc1
,"1,5-epoxy-3-hydroxy-1-(3-methoxy-4,5-dihydroxyphenyl)-7-(4-hydroxyphenyl)-heptane",[H][O-]c1ccc(CC[C@H]2C[C@@H](O)C[C@H](O2)c2cc([O-][H])c([O-][H])c(OC)c2)cc1
,"3-acetoxy-1,5-epoxy-1-(3,4-dihydroxy-5-methoxyphenyl)-7-(4-hydroxy-3-methoxy-phenyl)heptane",[H][O-]c1ccc(CC[C@H]2C[C@H](C[C@H](O2)c2cc([O-][H])c([O-][H])c(OC)c2)OC(C)=O)cc1OC
,"1,5-epoxy-3-hydroxy-1-(4-hydroxy-3,5-dimethoxyphenyl)-7-(4-hydroxy-3-methoxyphenyl)heptane",[H][O-]c1ccc(CC[C@H]2C[C@H](O)C[C@H](O2)c2cc(OC)c([O-][H])c(OC)c2)cc1OC
,"1,5-epoxy-3-hydroxy-1-(4,5-dihydroxy-3-methoxyphenyl)-7-(3,4-dihydroxyphenyl)heptanes",[H][O-]c1ccc(CC[C@H]2C[C@H](O)C[C@H](O2)c2cc([O-][H])c([O-][H])c(OC)c2)cc1[O-][H]
,Desmethylagrimonolide 6-O-beta-D-glucopyranoside,[H][O-]c1ccc(CC[C@H]2Cc3cc(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc([O-][H])c3C(=O)O2)cc1
,Desmethylagrimonolide,[H][O-]c1ccc(CC[C@H]2Cc3cc([O-][H])cc([O-][H])c3C(=O)O2)cc1
,"7-(3,4-dihydroxyphenyl)-1-(4-hydroxy-3-methoxyphenyl)-4-en-3-heptanone",[H][O-]c1ccc(CC\C=C\C(=O)CCc2ccc([O-][H])c(OC)c2)cc1[O-][H]
,3-methoxytyramine-betaxanthin,[H][O-]c1ccc(CC\N=C/C=C2\C[C@H](NC(=C2)C(O)=O)C(O)=O)cc1OC
,"shancigusin,a",[H][O-]c1ccc(CCc2c(Cc3ccc([O-][H])cc3)c([O-][H])cc([O-][H])c2Cc2ccc([O-][H])cc2)cc1
,Moscatilin,[H][O-]c1ccc(CCc2cc(OC)c([O-][H])c(OC)c2)cc1OC
,"3,6-epoxy-1-(4-hydroxy-3-methoxyphenyl)-3,5-decadiene",[H][O-]c1ccc(CCc2ccc(CCCC)o2)cc1OC
,"3,6-epoxy-1-(4-hydroxy-3-methoxyphenyl)-3,5-dodecadiene",[H][O-]c1ccc(CCc2ccc(CCCCCC)o2)cc1OC
,"3,6-epoxy-1-(4-hydroxy-3-methoxyphenyl)-3,5-tetradecadiene",[H][O-]c1ccc(CCc2ccc(CCCCCCCC)o2)cc1OC
,Lunularin,[H][O-]c1ccc(CCc2cccc([O-][H])c2)cc1
,Lunularic acid,[H][O-]c1ccc(CCc2cccc([O-][H])c2C(O)=O)cc1
,Dihydrocapsacine,[H][O-]c1ccc(CNC(=O)CCCCCCC(C)C)cc1OC
,Decoyl vanillylamide,[H][O-]c1ccc(CNC(=O)CCCCCCC)cc1OC
,AMG-1,[H][O-]c1ccc(CNc2ncnc3n(cnc23)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)nc1
,"4-hydroxy-3-methoxybenzyl,alcohol",[H][O-]c1ccc(CO)cc1OC
,6-hydroxymethyl-3-pyridinol,[H][O-]c1ccc(CO)nc1
,"4-hydroxybenzyl,methyl,ether",[H][O-]c1ccc(COC)cc1
,"bis(4-hydroxybenzyl),ether",[H][O-]c1ccc(COCc2ccc([O-][H])cc2)cc1
,4-Ethoxymethylphenyl-4'-hydroxybenzylether,[H][O-]c1ccc(COc2ccc(COCC)cc2)cc1
,3'-Methoxysecoisolariciresinol,[H][O-]c1ccc(C[C@@H](CO)[C@@H](CO)Cc2cc(OC)c([O-][H])c(OC)c2)cc1OC
,(-)-secoisolariciresinol 4-O-beta -D-glucopyranoside,[H][O-]c1ccc(C[C@@H](CO)[C@H](CO)Cc2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(OC)c2)cc1OC
,(-)-secoiso-lariciresinol,[H][O-]c1ccc(C[C@@H](CO)[C@H](CO)Cc2ccc([O-][H])c(OC)c2)cc1OC
,1-O-eruloylsecoisolariciresinol,[H][O-]c1ccc(C[C@@H](CO)[C@H](COC(=O)\C=C\c2ccc([O-][H])c(OC)c2)Cc2ccc([O-][H])c(OC)c2)cc1OC
,cordyceamides B,[H][O-]c1ccc(C[C@@H](NC(=O)c2ccccc2)C(=O)N[C@@H](CCOC(C)=O)c2ccc([O-][H])cc2)cc1
,cordyceamides A,[H][O-]c1ccc(C[C@@H](NC(=O)c2ccccc2)C(=O)N[C@@H](CCOC(C)=O)c2ccccc2)cc1
,salvianic acid C,[H][O-]c1ccc(C[C@@H](O)C(=O)O[C@H](Cc2ccc([O-][H])c([O-][H])c2)C(O)=O)cc1[O-][H]
,"1-(2,4-dihydroxyphenyl)-2-hydroxy-3-(4'-hydroxyphenyl)1-propanone",[H][O-]c1ccc(C[C@@H](O)C(=O)c2ccc([O-][H])cc2[O-][H])cc1
